comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18,comment_19,comment_20,comment_21,comment_22,comment_23,comment_24,comment_25,comment_26,comment_27,comment_28,comment_29,comment_30,comment_31,comment_32,comment_33,comment_34,comment_35,comment_36,comment_37,comment_38,comment_39,comment_40,comment_41,comment_42,comment_43,comment_44,comment_45,comment_46,comment_47,comment_48,comment_49,comment_50,comment_51,comment_52,comment_53,comment_54,comment_55,comment_56,comment_57,comment_58,comment_59,comment_60,comment_61,comment_62,comment_63,comment_64,comment_65,comment_66,comment_67,comment_68,comment_69,comment_70,comment_71,comment_72,comment_73,comment_74,comment_75,comment_76,comment_77,comment_78,comment_79,comment_80,comment_81,comment_82,comment_83,comment_84,comment_85,comment_86,comment_87,comment_88,comment_89,comment_90,comment_91,comment_92,comment_93,comment_94,comment_95,comment_96,comment_97,comment_98,comment_99,comment_100
鈴鐺線不會吸收會永遠在皮膚裡面,可以去看知美的鈴鐺線有看到照效果蠻好的,塑立愛就是鈴鐺線我之前問莊家榮他埋一條是萬偏貴但是他的效果好好,埋線還是要找整外專科臉是不能拿來開玩笑的,埋線的材質跟效果還是跟醫師諮詢會比較清楚也能確定自己比較適合哪款我第一次去首爾諮詢的時候感受很好埋完後發現技術很讚就定著了,鈴鐺線優點就是持久、傷口小、恢復快吧大概可以維持年不過還是要看你埋幾條拉提這種療程最好還是要給醫生看現場不然很難判斷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
林口長庚整形外科,推前長庚大主任蕭正偉醫師,想知道+,台北邱正宏醫師，術後不用住院,我也想知道,聯合整型外科林之昀醫師抽乳腺有可能在乳暈下開小傷口就好,長庚問問看,長庚洪紹育醫師,乳腺可以移植給我嗎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
怎麼沒考慮馮醫師我給馮做的威塑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聖緹雅是方穎涵嗎她不是在板上有過雷射負評雖然那時候她好像不是在聖緹雅,推李台生，雷射眼袋，無瘀青,我也在首爾諮詢過，給我的報價是自體補脂部位萬+舒眠，我也在猶豫要不要做沒有詢問開眼袋價格、因爲我主要是補脂,感覺醫師客人量多，難免會有不滿意的客人所以如果不是倫理或是技術上嚴重疏失，或是說態度很差那些之類的，我都參考參考就好，有興趣的療程還是會去找醫生感覺這個時代零負評好難喔,內開眼袋呢報價多少,雅丰術後照顧滿完善的，陳承謙醫生事前注意的細節滿多，去年也是談完決定給他做，之前也發現陳醫生在別間也有診，但那邊諮詢美容師很兩光考慮到術後你可以多比較看看,推陳承謙他諮詢的很仔細我給他做完內開眼袋後眼下平順很多雅丰麗緻的術後照顧也做得很周全之前回診還有打點滴保養讓我傷口恢復更快,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
想知道+,我雙眼皮給台北的張峯瑞做的，我是做一次，我朋友也有找他重修，很耐心溝通，我之前有寫分享文你可以參考,想知道+,想知道+,我重修寬改窄是給席睿的王文禾有想看照片再站內我大家都說很好看,我朋友是縫完雙眼皮掉針被診所射後不理，後來又跑去台南的非凡尚水診所，諮詢完就用割的了，她是給蔡醫師用的，復原後變超美。,@可以看一下你的分享文嗎@我想看,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
覺得妳可以都去，諮詢過後要選哪一個醫師就很好決定了，一般來說就是有耐心、仔細、態度好、環境舒適，這些諮詢都可以略知一二的,推亞緻可以找王祥亞魔滴做得很好看,比較有餘裕的話可以去亞緻手術費用雖然比較高但是術後恢復期就很順一分錢一分貨我覺得,王祥亞人很有禮貌，解說很詳細有耐心，非常推薦，諮詢必去,有去亞緻諮詢過蠻推諮詢不用錢手術可以分期,我在亞緻做之前諮詢跟其他家比不覺得比較貴,上網找這些診所應該都有素人案例可以看現在都流行拍影片比起照片比較不會造假水管找就一堆了,連鎖的比較不推要找整外專科的話可以去亞緻看看,推亞緻王院長剛隆完半年,來看這篇的人先查一下推文^_^,一開始是想找元和雅的鍾金源院長做自體脂肪隆乳，但因為我胸部太平了想一次達到理想的豐滿度所以決定直接做魔滴隆乳最後是給游瑞欽醫師做隆乳，傷口很小、也不會很痛之前我有寫文章分享多問跟選擇合法的魔滴診所，至少能降低手術初步的風險推資深游醫師,可以先在版上找一下評價，諮詢最好是要見到醫師比較好，醫師給的意見中不中肯、有沒有耐心很重要,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我只能說原去拜一下,朋友有去給楊國輝做的滿意穿衣服時我看也`,,楊十,,,,,楊醫師是個好醫生,,楊醫師蠻細心的,楊國輝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
首席萊茵吳院長的微整形技術很專業,微美陳醫師,陳咸伸朱冠州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佳醫代理商,我之前是一個月後給人按摩，個月後個月後開始，但第個月後我決定固定運動，要不然太傷本了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李台生雷射汽化眼袋真的厲害，我爸做完三天後沒事，之後我爸還介紹很多朋友去都說不會痛恢復也很快。,雷射汽化眼袋不會出血，沒有限制提重物你可以查一下李台生,不知道妳的嚴重程度如何，我當初去諮詢時被建議不用動刀，補一點玻尿酸在淚溝和小蘋果肌，相對之下眼袋的問題就不明顯,用微整可以，但畢竟不是手術母親節我是帶我媽給楊醫師去做三明治眼袋的微整可以我的發文，還有一個板友也有分享過，可以也參考她的發文『我媽的母親節禮物』那篇因為剛好都是母親節的禮物，所以印象還蠻深刻的但價格上來說就要看妳打的量了還有打的產品也是眼周微整很吃技巧，要多跟醫師溝通喔至於目前內開眼袋是不是也有這麼嚴苛的修復期間要求，或許原也可以多去問問看，搞不好現在手術更好照顧也說不定喔然後眼袋淚溝不會像打鼻子容易有栓塞失明的高風險，只是比較倚賴醫師的經驗和技術。我大學剛畢業去打過淚溝，結果消不掉掛了兩年才去降解掉,這樣,遲早要做的,璞之妍的無痕眼袋恢復期來說相對短喔而且也不太腫我個人是比較偏好用手術處理一勞永逸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
推醫美診所，我在那裡埋魚線,推惠來維格張醫師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我只少你淚溝問題其他都有。也想問。但我在南部,我給余德毅做有寫分享文，當初是因為他眼袋做得很好找他，眼周的問題可以去諮詢，余醫師人好溝通又很客氣,台北眼睛手術還有群英陳大正唷眼袋、補淚溝那些基本的不用說，提眼瞼肌超吃醫生技術的，我除了沒有眼眶凹，其他跟你差不多，都給他做，陳大正做的眼睛都很自然漂亮,推余醫生,蕭奕君諮詢蠻多人推的先去找醫師門診過會比較好,推麥茵，朋友去做過淚溝，我是去問其他問題，醫生人超好很有耐心，原可以多問,我只有做眼窩凹陷補脂，我非常的凹，給亞緻謝醫生做，我很滿意他沒有補太多補的剛剛好，不過眼窩這地方流失率很高，等計畫的第二胎生完我會在補一次,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
也覺得，但我是在新聖做封閉式的也很好看,我覺得有修飾到蠻多眼型的希望原做完可以分享一下><剛好在觀望這兩家,應該是看你喜歡那種眼睛吧我相信兩位醫生也都可以縫成這兩種樣式,好看看起來比較年輕可愛,,,，剛在新聖割完新聖醫生真的很專業,,有朋友在其他地方做出來像妳照片的很自然可愛給人一種年紀稍大的感覺,看起來比較有精神,就一看就知道是手術的就是自然天生,,,問了身邊的人，一樣都還是同票，好難抉擇,我剛好一個一個天生（一隻眼睛是後來折線跑掉如果你想有點特色的眼睛選但化眼線會比較難,,比較好看適合妳,比較好看,,照相應該是上相本人應該是較自然,我選,新聖好看,,你一定要抽脂,我覺得欸很有特色很多人都弄太誇張其實自然較好,,喜歡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最近諮詢過白壁好像摩滴不二價萬抱歉回錯,建議可以往台中找蠻多間台北整外在台中也有據點我住新竹台北台中都有資詢最後因工作在台中比較多在台中做可以參考我的分享文,台南的話我還蠻推元雅的方嘉良醫生，整外背景而且經驗多。如果你決定要做光滑面，因為材質的關係，醫師技術更重要，一定要找老練的醫師，不然預算高一點就直上魔滴吧,推薦台南凡登洪敏翔醫師，我朋友剛給他做完魔滴，從腋下內視鏡，很滿意喔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莎斐爾整形的謝宇豪醫師也是威塑認證醫師,我問了後是馮費用高了一些耶馮好像常跑新竹人不在台北，這讓我怕後面很難約回診。馮我看官網他的麻醉團隊好像很強，賴對麻醉解說少。因為兩位都是有認証，所以我都信任技術是，剩下比的我會考慮麻醉。喔，還有馮比賴貴不少,教主吳值得去諮詢看看喔,群英黃志宏˙建議去威碩網站上確認有認證的醫師,比較推賴你猶豫的點是不是有諮詢嗎可以把大概結果打出來,環抽復原很辛苦呦看你預算賴比較高些,賴在亞緻麻醉不是有專任麻醉醫師忘記名字了,推一個隱藏版杜隆,凡登馮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我是剛給佳思優李兆翔醫師抽的，用威塑二代，純脂有多，李醫師術前術後都解釋的很清楚，目前一個半月了很滿意,大腿嗎我約月了，好緊張方便分享術後恢復還好嗎,今天(昨天）剛給賴醫師做完,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
張至德他的雙眼皮就是出了名的自然,我在高雄晶緻縫的唷很自然,剛給張醫師縫完超滿意,張醫生+，提眼肌手術的錢絕對值得,我是給荊醫師縫的技術是真的好縫完很不腫,我覺得醫師要合自己的眼緣很重要,心得跟你一樣,我是給縫，一開始也覺得醫師讓人有,我給做耶，應該算成功，當初我也諮詢蠻多家，不過自己感覺最重要,我也是怕雙眼皮做壞所以諮詢過-家，最後選擇在非凡尚水做，醫師的案例都很漂亮，溝通的時候也蠻細心的,我給荊醫師做反而覺得他比較實際也很誠懇，會直接說什麼能做什麼不能做,我的心得也跟你一樣我覺得很有自己的想法啦要我做東做西的，我不能接受就走了,我有陪我朋友諮詢荊醫生，可能是因為諮詢都卡在手術之間，所以聊起來比較趕，也比較沒那麼‘就是他了’的感覺。我朋友另外有諮詢車參聖、大學眼科、聖光廖醫生，最後選擇聖光廖醫生，最後選擇聖光廖醫生。諮詢廖醫生的時候我也有去，廖醫生可以先加線上諮詢，是醫生本人回覆你，然後再去診所諮詢。我下個月應該也會去找廖醫生處理雙眼皮和重修提眼肌（在別的地方做但不滿意）。廖醫生的價格，如果單純只有縫雙眼皮（加抽脂）的話，有在你的預算內。,當初荊說我的眼皮比較拋還有眉壓眼說做雙眼皮只能改善一部份要提眉但我還是只割雙眼皮眼型我很喜歡但現在眉壓眼也越來越明顯了,感覺每個都說要提眉,心得跟你差不多，開眼頭他報價萬我另外還有問知美跟雅丰，本來還想諮詢璞之妍，但覺得諮詢費太貴而放棄請問提眉是不是會留疤我都覺得沒真的必要最好不做耶,想卡回文的分享我也還在找診所,諮詢過覺得很實在,給做過兩次，第二次有加提眼肌，最大的差到現在快滿一年了雙眼皮比第一次牢靠很多`有限能固定我就很感謝醫師了第一次大概撐了半年左右吧，兩眼眼皮狀況`兩眼眼皮狀況不一樣，右眼好像多一層皮包`,剛做完,好像會一直推提眉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、、、,是我推推,歐美牌都不集中可以去是是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
覺得,,,我也是眉骨較凸，楊醫師建議我縫較低較自然的模擬，現在縫完很滿意不過我原本就不想要太高，所以當初沒有猶豫,想要素顏都自然當然就是選啊而且你眼睛離眉太近做太高很假,,選吧,,個都覺得沒什麼差別,我覺得三個感覺都一樣,好像都不太自然有封閉式照片嗎,眉骨比較凸的人縫完真的會比模擬再泡一些，建議原選擇時要考慮這點,個都很類似，但個人喜歡>\\\\<,覺得怎麼好像,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
感謝，我會找他諮詢看看，^^,也推樓上彰基王醫師,推彰基王冠穎醫師，是整形專科醫師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哪家啊好可怕,連最粗淺的了解都不願意的診所就算了吧,連玻尿酸這種基本的都答不出來真的很不專業,打大牌的,不知道哪個好選有聽過的,連品牌差異都講不出來的，你離開是正確的。然後不要相信他們推薦的比較便宜的，直接問有沒有你要的牌子就好。,特別推薦的都會下意識避開耶好東西因該不用特意推吧,都直接指定我要的牌子耶因為用過Ｊ牌不後來都用瑞絲朗穩定很多也撐得夠久,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
廖醫師優推推,相對不腫有可能完全不腫就真的是個人體質吧我連喝水都會眼皮腫了><,推薦廖家慶醫生,推廖家慶醫師喔我縫完是蠻不腫的重點是動作輕柔不商業感推推,體質比較有關吧我是不容易水腫的人這次去了大家推薦超不腫的醫生那裡縫結果超級腫現在一個多月還是明顯腫,推廖家慶醫師縫完一個禮拜去接睫毛美睫師沒發現我剛縫,要看你個人體質,這跟體質比較有關,體質和運氣才是你會不會腫的關鍵我和同學同一個醫生同一天做她只腫兩天我腫兩個禮拜,極緻杜隆成男性雙眼皮不錯但是腫不腫感覺是看個人體質,哪有可能,很難不腫耶,微風你會後悔,喬鴻啊當下我就覺得不太腫，但還是有腫。不可能完全不被看穿啦,陳喬鴻我縫完直接去別人家做客沒,廖醫師蠻推的,相對不腫板上有很多推薦的醫生：廖家慶楊國輝鍾立人荊瑋政但要保證完全看不出來還是貼雙眼皮貼,蕭正偉醫師,不可能沒發現,要不太腫得天時地利人和,那應該就是儷人吧，又自然又不腫,隔天不可能啦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我也有聽說過凝膠式(喬雅登)容易塌而且打完會有點腫,跟選電腦的概念類似吧玻尿酸界的蘋果就瑞絲朗啦不想多做功課就直接挑大廠牌最快,有人打過嘴唇或哪裡嗎想順便借問效果如何,真的很難確認醫生技術到哪，太便宜的又可能是水貨所以如果要打我也會以有名的品牌為主（然後一定現場拆封）個人也是偏好瑞絲朗的啦上市最久感覺比較厲害哈哈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
舒顏萃打在蘋果肌，不要打臉頰，應該不會變`,水無痕真的很好只是之前廠商行銷不太夠力也很多醫師對它還不熟好幾個大師都很愛用它不過眼袋還是開刀好臉變圓看打哪淚溝跟圓不太影響孫孝先趙彥宇醫師打很多案例了可去諮詢晶緻光澤也用很多,但一直看不到有什麼人分享水無痕的成果，期待有人分享謝謝，近期來去諮詢問問,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我自己也是這兩家剛諮詢完，決定在新聖做,超推哦,三天前剛在新聖縫完，努力熱敷中,我也是給林醫師縫的上圖是下圖是縫完第天,我給做的，同時做縫+取脂還有眼袋內開，超推薦林醫師，技術真的很好(不是業配）上圖是縫完第天照的，下圖是術前素顏,被樓生火,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全身肥胖好像不適合做冷凍減脂局部肥胖的才,酷塑冷凍減脂可以瘦大腿去諮詢時醫生有拿案例出來消大腿小,沒用抽脂吧,大安區的璞之妍有進酷塑，之前去諮詢過了，是女醫生而且講解的很詳細，但我還在存錢打算存夠在去,有做過沒什麼效我就來抽脂了,酷塑其實有效加上你又有運動跟控制飲食的習慣可以維持下來,推盧靜怡醫師的診所囉-大安區又是女醫師,抱歉，我也覺得丟到水裡><,我在璞之妍做酷塑做了腹部跟大腿很有感明顯瘦很多預算夠的話我覺得值得,也好好奇酷塑我的腿金華火腿到夏天還沒穿過短褲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,感覺眼睛比較有神,弄到最大笑起來才不會變成瞇瞇眼,請問網路預約的窗口還在嗎在網站上看到訢><謝謝看到都是電話預約謝謝,,喜歡覺得比較配你的氣質自然,或都不錯，覺得看起來有點愛睏哈哈,喜歡,,我覺得比較好看耶看起來像是內雙就像你說的感覺眼睛拋拋的,我喜歡，感覺很在跟取中間值*很像,,很窄過一陣子就會變回原形我選,硬要開放式才會容易掉，選啦,、兇、順、銳利,,建議，整體眼睛比例比較順,超自然,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,跟我一樣的蒙古摺也是説不用開眼頭但我好想開最後沒去動因為變化不大,沒遮的部分算重點是戴口罩的部分,比較適合你題外話疑問為什麼新聖都會上來問選擇然後標題都差不多啊是有規定格式嗎,覺得氣質好更帥,(題外話）新聖好難約啊哈哈到底怎,謝謝大家意見，目前會傾向做二號,個人偏愛單眼皮的男生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莎斐爾的謝宇豪院長補得超貴氣,補脂很考驗醫師技術，補多補少效果都不好，位置沒補好看起來也會不自然我胸部、夫妻宮和額頭都是找邱宏大概已經六年以上，都維持得不錯,推蘇瑋智醫師之前做自體脂肪補淚溝跟蘋果肌已經補脂超過年了一樣維持得很好做完比較年輕，意外的是氣色也變得很好差很多,前幾天有人分享眼袋淚溝就是周杰（有私信問原,想知道有人給周杰補過嗎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
